URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,70,52,0.147540982397205,0.0407209612681171,34.04545454545455,0.1855807743658211,13.692414127928146,34.04545454545455,556,2996,1,91,15084
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,91,26,0.5555555508072175,0.0399317406007058,35.73170731707317,0.1450511945392491,14.35070340464497,35.73170731707317,425,2930,1,90,14064
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,79,29,0.4629629586762689,0.0402834762997823,28.827956989247312,0.1477060798209623,11.590265227627311,28.827956989247312,396,2681,1,77,12884
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,62,10,0.7222222121913582,0.035838725716357,27.14864864864865,0.1453459432553509,10.9175978367616,27.14864864864865,292,2009,1,114,9750
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,90,13,0.7475728082759922,0.0390743550686364,34.23376623376623,0.1399848254931714,13.749500423703765,34.23376623376623,369,2636,1,111,12239
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,72,9,0.7777777681755831,0.0527343749656677,54.85714285714285,0.17578125,22.013169642857143,54.85714285714285,270,1536,1,68,7888
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,85,19,0.6346153785133137,0.0370634354821584,35.075,0.1646471846044191,14.09585887384177,35.075,462,2806,1,67,13972
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,68,82,-0.0933333327111111,0.0689338234977326,25.011494252873565,0.1355698529411764,10.058825642325898,25.011494252873565,295,2176,1,114,10480
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,104,31,0.5407407367352538,0.058039552855529,25.844444444444445,0.1397248495270851,10.393667717588611,25.844444444444445,325,2326,1,138,11024
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,59,52,0.0630630624949273,0.0474764755998817,41.75,0.1479897348160821,16.75919589392643,41.75,346,2338,1,59,11739
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,72,33,0.3714285678911565,0.039311119416207,29.032608695652176,0.1688506177461624,11.680583725359336,29.032608695652176,451,2671,1,70,13321
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,67,90,-0.1464968143535235,0.0706888788515583,24.677777777777777,0.1400270148581719,9.92712191705438,24.677777777777777,311,2221,1,118,10739
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,86,43,0.333333330749354,0.0470288005661579,42.859375,0.1545752825373678,17.205580113014946,42.859375,424,2743,1,95,13364
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,57,17,0.5405405332359388,0.0399568034341485,57.875,0.1636069114470842,23.215442764578835,57.875,303,1852,1,46,9695
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,73,29,0.4313725447904653,0.0434782608510322,48.875,0.1705029838022165,19.61820119352089,48.875,400,2346,1,51,12200
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,77,55,0.1666666654040404,0.0446700507463045,35.602409638554214,0.1620981387478849,14.30580311092084,35.602409638554214,479,2955,1,75,14575
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,71,17,0.6136363566632232,0.0176176176140905,23.672985781990523,0.1185185185185185,9.516601720203615,23.672985781990523,592,4995,1,64,23027
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,73,57,0.1230769221301775,0.0439486139134724,30.8125,0.1656524678837052,12.391260987153483,30.8125,490,2958,1,85,14670
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,62,78,-0.1142857134693877,0.0510576221549753,38.083333333333336,0.2060539752005835,15.315754923413568,38.083333333333336,565,2742,1,51,14362
91,https://insights.blackcoffer.com/human-rights-outlook/,36,6,0.714285697278912,0.0343417824739641,67.94444444444444,0.1708912510220768,27.24613427818661,67.94444444444444,209,1223,1,55,6557
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,79,8,0.8160919446426214,0.0394916023424913,38.64912280701754,0.141625056740808,15.51629914550334,38.64912280701754,312,2203,1,72,10726
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,85,39,0.3709677389438086,0.0408432147428052,22.323529411764707,0.1613965744400527,8.993970394481904,22.323529411764707,490,3036,1,88,14715
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,94,22,0.620689649821641,0.038183015128972,28.660377358490567,0.1619486504279131,11.528930403567394,28.660377358490567,492,3038,1,106,14776
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,69,39,0.2777777752057613,0.0487364620718698,38.87719298245614,0.157942238267148,15.614054088289317,38.87719298245614,350,2216,1,68,11199
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,50,49,0.0101010099989796,0.0330550918086627,42.183098591549296,0.1806343906510851,16.945493192880154,42.183098591549296,541,2995,1,51,15276
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,51,49,0.0199999998,0.0477099236413597,33.806451612903224,0.1674618320610687,13.58956537798572,33.806451612903224,351,2096,1,59,10626
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,77,53,0.1846153831952663,0.0543024227007926,28.5,0.1549707602339181,11.461988304093568,28.5,371,2394,1,94,11705
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,65,32,0.3402061820597301,0.0440308669795593,44.06,0.1674988651838402,17.690999546073538,44.06,369,2203,1,73,11177
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,59,48,0.1028037373569744,0.042595541384317,37.492537313432834,0.1600318471337579,15.061027664226636,37.492537313432834,402,2512,1,60,12668
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,37,8,0.6444444301234571,0.0370675452742441,50.583333333333336,0.1630971993410214,20.298572213069747,50.583333333333336,198,1214,1,49,6377
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,61,52,0.079646016994283,0.0502892745659593,30.364864864864863,0.1548731642189586,12.207895211633527,30.364864864864863,348,2247,1,100,10972
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,45,31,0.1842105238919668,0.0429621254703436,37.63829787234042,0.1611079706048615,15.119762337178114,37.63829787234042,285,1769,1,52,8990
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,64,60,0.0322580642559833,0.0553077609030741,37.36666666666667,0.1828724353256021,15.019815640796908,37.36666666666667,410,2242,1,44,11657
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,65,38,0.2621359197850881,0.0465221318669728,45.18367346938776,0.1540198735320686,18.13507733716793,45.18367346938776,341,2214,1,71,10816
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,42,6,0.7499999843750004,0.0331950207239315,60.25,0.2012448132780083,24.180497925311204,60.25,291,1446,1,43,7875
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,57,6,0.8095237966742255,0.0362485615441607,41.38095238095238,0.1507479861910241,16.61268014685736,41.38095238095238,262,1738,1,58,8801
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,72,62,0.0746268651147248,0.0595555555290864,52.325581395348834,0.1675555555555555,20.99725478036176,52.325581395348834,377,2250,1,53,11514
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,69,34,0.3398058219436328,0.056500274242183,43.40476190476191,0.1316511245200219,17.41456521171277,43.40476190476191,240,1823,1,103,8776
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,42,46,-0.0454545449380165,0.0397830017903331,37.49152542372882,0.1681735985533453,15.063879608912863,37.49152542372882,372,2212,1,44,11255
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,57,36,0.2258064491848768,0.0428769017782955,34.983870967741936,0.1751959428307976,14.063626764229094,34.983870967741936,380,2169,1,55,11186
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,65,55,0.0833333326388889,0.0544464609553328,34.4375,0.160617059891107,13.839246823956444,34.4375,354,2204,1,62,11346
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,63,39,0.2352941153402537,0.0418032786713921,37.53846153846154,0.1663934426229508,15.081941992433796,37.53846153846154,406,2440,1,65,12100
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,86,53,0.2374100702344599,0.0506190822830957,33.48780487804878,0.151128914785142,13.455573517133567,33.48780487804878,415,2746,1,65,13324
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,61,50,0.0990990982063144,0.0366942148639027,36.01190476190476,0.1709090909090909,14.47312554112554,36.01190476190476,517,3025,1,69,14985
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,67,29,0.3958333292100695,0.0497151734594949,80.45833333333333,0.1227343345416882,32.232427067150006,80.45833333333333,237,1931,1,102,9357
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,85,88,-0.0173410403621905,0.0543341708372066,40.30379746835443,0.152324120603015,16.18244863558298,40.30379746835443,485,3184,1,71,15934
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,82,62,0.1388888879243827,0.0586558044567593,27.27777777777778,0.1197556008146639,10.959013351436978,27.27777777777778,294,2455,1,92,11596
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,40,19,0.3559321973570814,0.0427226647047627,53.11538461538461,0.1868211440984793,21.32088230379324,53.11538461538461,258,1381,1,43,7486
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,90,97,-0.0374331548800366,0.0549192364009047,34.05,0.168575624082232,13.687430249632891,34.05,574,3405,1,67,17081
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,90,70,0.12499999921875,0.0588235293901384,36.75675675675676,0.1305147058823529,14.754908585055643,36.75675675675676,355,2720,1,120,12844
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,80,71,0.0596026486119029,0.0507733691826585,30.979166666666668,0.1540013449899125,12.453267204662632,30.979166666666668,458,2974,1,84,14389
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,92,91,0.0054644808444563,0.0610203400930242,36.13253012048193,0.1577192397465822,14.516099744091406,36.13253012048193,473,2999,1,83,14783
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,87,77,0.060975609384295,0.0516047828660777,41.27272727272727,0.1774701069855254,16.58007895188512,41.27272727272727,564,3178,1,57,16081
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,92,22,0.6140350823330256,0.0369529983672761,39.55128205128205,0.1698541329011345,15.888454473673276,39.55128205128205,524,3085,1,93,15335
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,50,32,0.2195121924449732,0.0414141413932251,43.04347826086956,0.1631313131313131,17.282643829600353,43.04347826086956,323,1980,1,52,9988
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,84,100,-0.0869565212665406,0.065410593648983,35.1625,0.1635264841805901,14.130410593672238,35.1625,460,2813,1,67,14192
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,65,51,0.1206896541319857,0.0550023707657646,39.79245283018868,0.1526789947842579,15.978052729989177,39.79245283018868,322,2109,1,86,10487
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,43,32,0.1466666647111111,0.0423011844093055,43.24390243902439,0.1703327693175408,17.365694083336773,43.24390243902439,302,1773,1,44,9284
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,61,71,-0.0757575751836547,0.0453608247266801,46.935483870967744,0.1525773195876288,18.835224476222148,46.935483870967744,444,2910,1,49,14583
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,137,36,0.5838150255270808,0.0574369189716344,35.857142857142854,0.1656706507304116,14.409125403149307,35.857142857142854,499,3012,1,82,15066
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,69,29,0.4081632611411912,0.0382364416549994,36.614285714285714,0.1623097932110807,14.710638202998718,36.614285714285714,416,2563,1,77,12888
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,93,39,0.4090909059917356,0.0620009393790507,41.74509803921568,0.2160638797557538,16.784464767588574,41.74509803921568,460,2129,1,61,11476
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,44,18,0.4193548319458898,0.042148198475766,61.29166666666666,0.1903467029231815,24.59280534783593,61.29166666666666,280,1471,1,45,8049
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,43,15,0.4827586123662308,0.0410474168145453,47.1,0.1556970983722576,18.902278839348902,47.1,220,1413,1,48,7386
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,34,23,0.1929824527546938,0.0379241516713744,44.20588235294117,0.1610113107119095,17.746757465461233,44.20588235294117,242,1503,1,53,7792
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,40,13,0.5094339526521896,0.0400907715279192,66.1,0.1596066565809379,26.503842662632373,66.1,211,1322,1,52,6886
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,37,17,0.37037036351166,0.0416024652992276,56.43478260869565,0.1733436055469953,22.64325048569706,56.43478260869565,225,1298,1,54,6910
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,87,30,0.4871794830155599,0.0683810636654698,38.02222222222223,0.201052016364699,15.28930969543477,38.02222222222223,344,1711,1,54,9090
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,60,60,0.0,0.0561797752545974,42.72,0.1680711610486891,17.155228464419476,42.72,359,2136,1,50,10805
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,47,53,-0.0599999994,0.0475285170876765,50.095238095238095,0.1563688212927756,20.10064276661235,50.095238095238095,329,2104,1,50,10516
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,85,75,0.062499999609375,0.0526315789300554,36.19047619047619,0.1875,14.551190476190476,36.19047619047619,570,3040,1,65,15161
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,38,34,0.0555555547839506,0.0426287743974962,36.71739130434783,0.1634103019538188,14.752320642520658,36.71739130434783,276,1689,1,49,8832
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,30,5,0.7142856938775517,0.0358606557009624,97.6,0.1690573770491803,39.10762295081968,97.6,165,976,1,46,5257
145,https://insights.blackcoffer.com/blockchain-in-fintech/,54,20,0.4594594532505479,0.036779324037386,41.91666666666666,0.1570576540755467,16.829489728296885,41.91666666666666,316,2012,1,64,10503
146,https://insights.blackcoffer.com/blockchain-for-payments/,63,31,0.3404255282933454,0.0471177944625976,33.813559322033896,0.1669172932330827,13.592190646106792,33.813559322033896,333,1995,1,67,10513
147,https://insights.blackcoffer.com/the-future-of-investing/,80,18,0.6326530547688464,0.0356363636234049,38.19444444444444,0.1596363636363636,15.341632323232323,38.19444444444444,439,2750,1,76,13727
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,63,53,0.0862068958085612,0.0508103372532587,30.039473684210527,0.1830924222514235,12.089026442584782,30.039473684210527,418,2283,1,55,11566
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,72,7,0.8227847997115848,0.0440602342197098,44.825,0.1952035694366982,18.00808142777468,44.825,350,1793,1,51,9754
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,79,46,0.263999997888,0.0579240036802947,28.773333333333333,0.1737720111214087,11.578842137781898,28.773333333333333,375,2158,1,63,11061
